# file format intended for conversion to featureXML through OpenMS FileConverter
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	sumSquaresDist	description
740	317.1073166477162	891.2304607916353	891.2294452642783	890.2221687973984	150266.60622877907	1	0	1.0	0.0	0.0	2	200	209	10	150266.60622877907	0.0	""
741	318.8441961732544	534.1906401646058	534.1892285616806	533.1819520948006	812356.2684993483	1	0	1.0	0.0	0.0	2	200	214	15	812356.2684993483	0.0	""
742	318.2060500335248	579.1044927501633	579.1035500580327	578.0962735911528	360523.79526246234	1	0	1.0	0.0	0.0	2	200	211	12	360523.79526246234	0.0	""
743	318.3150285331504	818.2107050936788	818.2086999477659	817.201423480886	358021.6440563338	1	0	1.0	0.0	0.0	2	196	213	15	358021.6440563338	0.0	""
744	317.62818712882125	671.1720353790124	671.1717284037445	670.1644519368646	1326068.4645543061	1	0	1.0	0.0	0.0	2	200	225	26	1326068.4645543061	0.0	""
745	318.68240971605877	429.85839145276674	429.8581639816475	2144.2544375738375	58214.22488112707	5	0	1.0	0.0	0.0	2	207	210	4	58214.22488112707	0.0	""
746	318.27982419109964	505.08571458838713	505.08373721231686	504.07646074543686	954317.04398131	1	0	1.0	0.0	0.0	3	199	222	23	954317.04398131	0.0	""
747	318.99625855230283	503.1064970155484	503.1044890745123	502.0972126076323	1647097.3866951545	1	0	1.0	0.0	0.0	3	200	218	19	1647097.3866951545	0.0	""
748	319.08728664011414	577.1253165947114	577.1232507569304	576.1159742900504	919110.4771168352	1	0	1.0	0.0	0.0	3	200	223	19	919110.4771168352	0.0	""
749	319.14320995908054	744.192274517503	744.19104811438	743.1837716475001	3638907.772675406	1	0	1.0	0.0	0.0	3	200	239	37	3638907.772675406	0.0	""
750	321.409865049946	460.17168248660823	460.1699018890096	459.1626254221296	1989065.355329298	1	0	1.0	0.0	0.0	2	200	221	22	1989065.355329298	0.0	""
751	320.74774889370264	610.1835276933562	610.1821384590585	609.1748619921785	584590.5383062055	1	0	1.0	0.0	0.0	3	204	220	16	584590.5383062055	0.0	""
752	320.72466180496457	427.3774111701258	427.3773986322402	426.3701221653602	194420.65199658344	1	0	1.0	0.0	0.0	2	213	221	9	194420.65199658344	0.0	""
753	318.29560767510117	431.06775795714435	431.06738437454004	430.06010790766004	1045366.6293321624	1	0	1.0	0.0	0.0	2	200	222	23	1045366.6293321624	0.0	""
754	318.2919234820642	651.1440601531924	651.1435948947507	650.1363184278707	1046587.0596953088	1	0	1.0	0.0	0.0	2	200	234	35	1046587.0596953088	0.0	""
755	319.4947680326923	448.09884166141785	448.09860715403823	1788.365322748633	6760473.513048986	4	0	1.0	0.0	0.0	2	200	222	23	6760473.513048986	0.0	""
756	322.1078307860995	758.2194109402011	758.2183320604522	757.2110555935723	62615.995640337365	1	0	1.0	0.0	0.0	2	217	222	4	62615.995640337365	0.0	""
757	317.95380308884756	433.3303768334608	433.3304344680006	432.3231580011206	1298453.6458348208	1	0	1.0	0.0	0.0	2	200	228	29	1298453.6458348208	0.0	""
758	322.08429827557245	463.12952794135595	463.1292236825889	462.1219472157089	1371673.3241670635	1	0	1.0	0.0	0.0	2	205	229	25	1371673.3241670635	0.0	""
759	322.6229223518688	431.0852179473324	431.08498576540745	430.07770929852745	1574200.7433359625	1	0	1.0	0.0	0.0	2	200	233	34	1574200.7433359625	0.0	""
760	317.59517050291294	817.2114609684397	817.2103582099254	816.2030817430455	2288222.7540721865	1	0	1.0	0.0	0.0	3	200	230	31	2288222.7540721865	0.0	""
761	323.16126147019105	407.7544406274364	407.7532746363151	2440.4759890166106	45562.180804065814	6	0	1.0	0.0	0.0	2	222	226	4	45562.180804065814	0.0	""
762	317.84543924072733	463.14616503410963	463.1447472856865	462.1374708188065	2513499.388529758	1	0	1.0	0.0	0.0	2	200	233	34	2513499.388529758	0.0	""
763	322.1175270140251	505.0857057205512	505.08525218405964	504.07797571717964	1381646.4125550808	1	0	1.0	0.0	0.0	2	212	233	22	1381646.4125550808	0.0	""
764	323.46409850979165	505.1043400971461	505.10397374207224	504.09669727519224	220146.33472183353	1	0	1.0	0.0	0.0	2	219	229	11	220146.33472183353	0.0	""
765	323.27813556809105	891.2308116452051	891.2296165007442	890.2223400338643	241255.97923247915	1	0	1.0	0.0	0.0	2	218	232	12	241255.97923247915	0.0	""
766	319.7096065362086	537.1655915526358	537.1637591791967	536.1564827123168	1702910.0950429193	1	0	1.0	0.0	0.0	2	200	230	30	1702910.0950429193	0.0	""
767	323.43563986363523	464.1289979626157	464.12811264025555	463.12083617337555	129797.07090467209	1	0	1.0	0.0	0.0	2	224	234	9	129797.07090467209	0.0	""
768	321.84555845404145	503.1065826706179	503.105519188923	502.098242722043	2556529.691489666	1	0	1.0	0.0	0.0	2	213	251	35	2556529.691489666	0.0	""
769	322.9269252701472	579.1043272024203	579.1037779137778	578.0965014468978	871984.3446964993	1	0	1.0	0.0	0.0	2	210	234	25	871984.3446964993	0.0	""
770	322.2674482907653	534.1906582230248	534.1890174648079	533.1817409979279	1207750.4544126098	1	0	1.0	0.0	0.0	2	215	236	21	1207750.4544126098	0.0	""
771	323.92700848610366	431.0674495567134	431.0669018225967	430.0596253557167	666802.4548075388	1	0	1.0	0.0	0.0	2	220	237	15	666802.4548075388	0.0	""
772	324.98187292600176	506.08678210694603	506.0842495006973	505.0769730338173	354735.2719174255	1	0	1.0	0.0	0.0	2	225	238	12	354735.2719174255	0.0	""
773	323.75611381502944	448.0989278929477	448.0978084651507	447.0905319982707	674486.8793168934	1	0	1.0	0.0	0.0	2	222	248	27	674486.8793168934	0.0	""
774	325.85671103108854	758.2203159418265	758.2194727038077	757.2121962369278	144231.76595505924	1	0	1.0	0.0	0.0	2	229	238	8	144231.76595505924	0.0	""
775	325.1088438540303	439.8429975945033	439.8424991802558	438.8352227133758	1003105.1746229744	1	0	1.0	0.0	0.0	2	214	252	31	1003105.1746229744	0.0	""
776	325.4992063516191	681.2273615757748	681.226949738638	680.2196732717581	218835.06577898838	1	0	1.0	0.0	0.0	2	229	249	16	218835.06577898838	0.0	""
777	327.53000591838423	463.14643315391845	463.1441602573377	462.1368837904577	1275767.951951472	1	0	1.0	0.0	0.0	2	226	247	19	1275767.951951472	0.0	""
778	328.97608123505427	818.2114194151874	818.2107654911703	817.2034890242903	985660.4991323871	1	0	1.0	0.0	0.0	2	230	260	31	985660.4991323871	0.0	""
779	327.09742514468763	459.011729104214	459.01166746148095	458.00439099460095	1007990.2297556428	1	0	1.0	0.0	0.0	2	237	266	30	1007990.2297556428	0.0	""
780	327.268193114395	431.06786637032445	431.0670823196578	430.0598058527778	575898.9780546059	1	0	1.0	0.0	0.0	2	237	252	13	575898.9780546059	0.0	""
781	327.9307827973619	446.7656109298001	446.76476128955136	1337.272454468014	658692.2769488161	3	0	1.0	0.0	0.0	2	240	251	11	658692.2769488161	0.0	""
782	328.4925418175456	580.1048300171481	580.1026448318283	579.0953683649484	317183.60085310147	1	0	1.0	0.0	0.0	2	229	252	17	317183.60085310147	0.0	""
783	328.4080649111291	759.2221276157452	759.2200528582266	758.2127763913467	63011.238207468734	1	0	1.0	0.0	0.0	2	244	250	6	63011.238207468734	0.0	""
784	329.81464655086893	534.1906344736707	534.1887328399127	533.1814563730328	1084216.1228447745	1	0	1.0	0.0	0.0	2	236	253	18	1084216.1228447745	0.0	""
785	329.40229998168417	578.1259961295144	578.1240235372137	577.1167470703338	234882.4538945275	1	0	1.0	0.0	0.0	2	238	254	12	234882.4538945275	0.0	""
786	327.2159839859791	651.1443143553763	651.1437039860604	650.1364275191804	627081.914430992	1	0	1.0	0.0	0.0	2	235	255	21	627081.914430992	0.0	""
787	329.71327213499154	405.93252123505897	405.9325782455356	1619.7012071146223	132916.93833496422	4	0	1.0	0.0	0.0	2	249	256	6	132916.93833496422	0.0	""
788	330.69514513704075	891.2299845171362	891.2287519875819	890.2214755207019	119115.54964270958	1	0	1.0	0.0	0.0	2	248	258	8	119115.54964270958	0.0	""
789	331.57795144862246	415.03550261541056	415.034743996623	414.027467529743	50833.81271679912	1	0	1.0	0.0	0.0	2	255	258	3	50833.81271679912	0.0	""
790	331.82844792493944	521.1166336020984	521.1150811524082	520.1078046855282	67222.55559321481	1	0	1.0	0.0	0.0	2	256	261	4	67222.55559321481	0.0	""
791	331.3950971403796	580.1045509479382	580.1032470664717	579.0959705995917	119469.36816190746	1	0	1.0	0.0	0.0	2	253	260	7	119469.36816190746	0.0	""
792	330.14021867358235	447.0988163337162	447.09647387198515	446.08919740510515	1422685.6435952496	1	0	1.0	0.0	0.0	3	239	266	27	1422685.6435952496	0.0	""
793	332.51875176141294	651.1441224607422	651.1430564875411	650.1357800206612	549681.2145155432	1	0	1.0	0.0	0.0	3	253	270	15	549681.2145155432	0.0	""
794	331.0875865944056	467.8376224878895	467.83729592053044	466.83001945365044	393406.20023882744	1	0	1.0	0.0	0.0	2	247	264	16	393406.20023882744	0.0	""
795	331.426561397603	506.0867132510333	506.0846222205847	505.0773457537047	371195.23328860174	1	0	1.0	0.0	0.0	2	253	265	13	371195.23328860174	0.0	""
796	333.4483083443196	534.1906319297298	534.1884940713014	533.1812176044215	1106341.8991820177	1	0	1.0	0.0	0.0	2	252	271	20	1106341.8991820177	0.0	""
797	334.29568580200896	579.1044279281957	579.103549167569	578.096272700689	939184.2949471471	1	0	1.0	0.0	0.0	3	244	270	27	939184.2949471471	0.0	""
798	335.10415892148967	462.16967531216903	462.1672957481105	461.1600192812305	54796.33323977381	1	0	1.0	0.0	0.0	2	269	274	5	54796.33323977381	0.0	""
799	335.35226498690344	506.0862857932807	506.0851282886561	505.0778518217761	292414.31166396337	1	0	1.0	0.0	0.0	2	266	278	13	292414.31166396337	0.0	""
800	336.3372683491235	464.1289298180388	464.1274117104497	463.1201352435697	253526.33637358976	1	0	1.0	0.0	0.0	2	264	278	15	253526.33637358976	0.0	""
801	336.61307049939194	447.0986740264623	447.09776191832316	446.09048545144316	1006567.9097353729	1	0	1.0	0.0	0.0	3	267	282	16	1006567.9097353729	0.0	""
802	339.78507764876	447.0987475202391	447.09636514204635	446.08908867516635	830879.1512747442	1	0	1.0	0.0	0.0	3	277	291	13	830879.1512747442	0.0	""
803	335.9270851220382	579.1041101887135	579.1033920559312	578.0961155890512	282487.4495346338	1	0	1.0	0.0	0.0	2	270	278	8	282487.4495346338	0.0	""
804	335.5496212015638	611.1842633606353	611.181896925887	610.1746204590071	325320.27104195737	1	0	1.0	0.0	0.0	2	261	281	15	325320.27104195737	0.0	""
805	337.1449289265802	443.1399050652863	443.13966649683454	442.13239002995454	144308.72979053925	1	0	1.0	0.0	0.0	2	271	282	11	144308.72979053925	0.0	""
806	333.4290373320169	431.0673597282539	431.06664382825653	430.05936736137653	1428879.8210921367	1	0	1.0	0.0	0.0	2	249	291	36	1428879.8210921367	0.0	""
807	335.5034165113868	439.84294793703117	439.84279413526366	438.83551766838366	1084147.623292629	1	0	1.0	0.0	0.0	2	262	290	29	1084147.623292629	0.0	""
808	337.121846173413	504.1068739766919	504.10485413395537	503.09757766707537	1155392.7029680961	1	0	1.0	0.0	0.0	2	258	291	26	1155392.7029680961	0.0	""
809	335.122942525577	609.206853419453	609.2057994389929	608.198522972113	1038346.6768597013	1	0	1.0	0.0	0.0	2	266	297	29	1038346.6768597013	0.0	""
810	338.0397530938887	818.211180691165	818.2103317979478	817.2030553310678	573271.8918046963	1	0	1.0	0.0	0.0	2	269	285	17	573271.8918046963	0.0	""
811	338.480548460447	467.83790509121997	467.8377064788258	466.8304300119458	186567.89805122354	1	0	1.0	0.0	0.0	2	280	288	9	186567.89805122354	0.0	""
812	339.0447699848877	579.1042734452567	579.1037891983912	578.0965127315112	700173.414362188	1	0	1.0	0.0	0.0	2	278	299	21	700173.414362188	0.0	""
813	338.1128938674995	671.1722283106175	671.1719227982744	670.1646463313945	1350299.802054935	1	0	1.0	0.0	0.0	2	276	299	23	1350299.802054935	0.0	""
814	341.531736475869	503.1063696526574	503.1054973893933	502.0982209225133	1932715.959643544	1	0	1.0	0.0	0.0	3	279	299	21	1932715.959643544	0.0	""
815	336.45771556844534	577.1253430445005	577.1244153392153	576.1171388723353	1908449.3003658303	1	0	1.0	0.0	0.0	3	262	299	38	1908449.3003658303	0.0	""
816	340.26751107097465	818.2108458002449	818.2102957068777	817.2030192399977	459083.01662158	1	0	1.0	0.0	0.0	2	285	299	14	459083.01662158	0.0	""
817	339.66766808873984	506.0866300498962	506.0845339056798	505.0772574387998	653475.5022987024	1	0	1.0	0.0	0.0	2	274	299	21	653475.5022987024	0.0	""
818	339.99673150915976	890.2312786941288	890.2300118595099	889.2227353926299	674449.2378751377	1	0	1.0	0.0	0.0	2	277	299	22	674449.2378751377	0.0	""
819	343.57324146822924	405.93242644910254	405.9324802219244	1619.7008150201775	3282857.417494023	4	0	1.0	0.0	0.0	3	276	308	33	3282857.417494023	0.0	""
820	341.5126717011967	449.11414361380196	449.11385816320717	448.10658169632717	1718979.7208894084	1	0	1.0	0.0	0.0	2	278	299	22	1718979.7208894084	0.0	""
821	341.0179018949734	610.1832732995933	610.1829413672757	609.1756649003958	1196213.6650416455	1	0	1.0	0.0	0.0	2	273	299	27	1196213.6650416455	0.0	""
822	343.0665626426649	651.144127460416	651.1434978087191	650.1362213418391	965715.252479637	1	0	1.0	0.0	0.0	2	271	299	29	965715.252479637	0.0	""
823	340.0331203785891	461.1677910641403	461.16759796434604	460.16032149746604	654323.3598824709	1	0	1.0	0.0	0.0	2	285	299	15	654323.3598824709	0.0	""
824	340.68525390089553	537.16553113973	537.1643068988109	536.1570304319309	588190.5477631835	1	0	1.0	0.0	0.0	3	287	299	13	588190.5477631835	0.0	""
825	342.0296542055772	432.06745032684785	432.0647256787038	431.0574492118238	120200.49712264274	1	0	1.0	0.0	0.0	2	292	304	9	120200.49712264274	0.0	""
826	342.4189385891192	439.84273729845097	439.84187590409476	438.83459943721476	558675.1114115543	1	0	1.0	0.0	0.0	2	281	303	22	558675.1114115543	0.0	""
827	342.34837653368703	447.09879048854424	447.0970868442205	446.0898103773405	732838.011404544	1	0	1.0	0.0	0.0	3	290	299	10	732838.011404544	0.0	""
828	340.6120864780647	463.14627715976917	463.1441295694186	462.1368531025386	2344336.0461854683	1	0	1.0	0.0	0.0	2	266	299	34	2344336.0461854683	0.0	""
829	342.1914196613325	467.8377230759607	467.83732439377013	466.83004792689013	234874.3133964822	1	0	1.0	0.0	0.0	2	289	299	10	234874.3133964822	0.0	""
830	339.5032712062533	534.1906401208512	534.1889977067261	533.1817212398462	1695860.9149746164	1	0	1.0	0.0	0.0	2	270	299	30	1695860.9149746164	0.0	""
831	343.7103577939838	447.09890692170876	447.09794282429124	446.09066635741124	296015.5265859596	1	0	1.0	0.0	0.0	2	300	304	5	296015.5265859596	0.0	""
832	343.71223523878683	597.1525598962191	597.1520039917187	596.1447275248388	263000.465111295	1	0	1.0	0.0	0.0	2	300	305	6	263000.465111295	0.0	""
833	344.583356405218	449.91125859381816	449.91221981023256	2244.5247167167627	153919.5761125958	5	0	1.0	0.0	0.0	2	295	306	8	153919.5761125958	0.0	""
834	343.719433620907	577.1253308035446	577.1241678046669	576.1168913377869	928132.8778126879	1	0	1.0	0.0	0.0	3	296	317	18	928132.8778126879	0.0	""
835	343.0005860361451	540.9077949035708	540.9077174773266	1619.7013230313398	1003573.312406127	3	0	1.0	0.0	0.0	2	285	307	22	1003573.312406127	0.0	""
836	344.34743780124575	685.2029949035075	685.2010879681593	684.1938115012794	202102.86113723973	1	0	1.0	0.0	0.0	2	293	308	13	202102.86113723973	0.0	""
837	346.1197680512536	745.190085233839	745.1894145808448	744.1821381139648	387538.9504134065	1	0	1.0	0.0	0.0	2	302	313	10	387538.9504134065	0.0	""
838	345.4197645419596	447.0986923948909	447.0975015112023	446.0902250443223	762326.0871790227	1	0	1.0	0.0	0.0	2	304	318	14	762326.0871790227	0.0	""
839	345.96116177046673	467.83771288434934	467.83698837793764	466.82971191105764	126997.0470840162	1	0	1.0	0.0	0.0	2	305	312	6	126997.0470840162	0.0	""
840	344.25314856294443	579.1041521530785	579.1034686942631	578.0961922273832	800305.6348034457	1	0	1.0	0.0	0.0	2	289	317	22	800305.6348034457	0.0	""
841	344.38807396007684	503.10655201529346	503.10561080509467	502.09833433821467	3336194.6175623517	1	0	1.0	0.0	0.0	3	300	336	37	3336194.6175623517	0.0	""
842	347.87434817641275	537.1655045639156	537.1645400516468	536.1572635847668	1780100.7395535286	1	0	1.0	0.0	0.0	2	300	337	38	1780100.7395535286	0.0	""
843	345.63579142820373	818.2111652506989	818.2097349108773	817.2024584439973	591681.3834056817	1	0	1.0	0.0	0.0	2	294	318	20	591681.3834056817	0.0	""
844	345.12972673368733	406.18319236942307	406.18316043098093	1620.7035358564037	1435057.7761688898	4	0	1.0	0.0	0.0	2	299	317	19	1435057.7761688898	0.0	""
845	347.29853339201173	506.08634359609	506.08446569721497	505.07718923033497	622724.8500747121	1	0	1.0	0.0	0.0	2	300	319	20	622724.8500747121	0.0	""
846	347.1002134567659	540.9078708340554	540.9078126696045	1619.7016086081735	684659.8073176931	3	0	1.0	0.0	0.0	3	308	328	19	684659.8073176931	0.0	""
847	346.972272722099	464.1291017004157	464.1270389813055	463.1197625144255	203364.40492142533	1	0	1.0	0.0	0.0	2	306	317	11	203364.40492142533	0.0	""
848	344.2320274785278	609.2066365486187	609.2057785846805	608.1985021178006	1107148.0660671843	1	0	1.0	0.0	0.0	2	298	324	26	1107148.0660671843	0.0	""
849	345.9506898734559	433.3304344933622	433.33048865208525	432.32321218520525	1859278.6023951643	1	0	1.0	0.0	0.0	2	300	336	37	1859278.6023951643	0.0	""
850	346.8479465381513	651.1438712300566	651.143282744058	650.136006277178	663697.5501576421	1	0	1.0	0.0	0.0	2	300	320	21	663697.5501576421	0.0	""
851	348.61447356537116	432.06771807575785	432.0658416187615	431.0585651518815	230497.68674387253	1	0	1.0	0.0	0.0	2	303	321	15	230497.68674387253	0.0	""
852	347.76931594776295	447.09880511874496	447.0979441742371	446.0906677073571	1919504.071579688	1	0	1.0	0.0	0.0	3	312	340	29	1919504.071579688	0.0	""
853	349.2335036394942	495.83247959973124	495.8322252641474	494.8249487972674	1250732.5027293486	1	0	1.0	0.0	0.0	2	300	329	30	1250732.5027293486	0.0	""
854	351.9891728331437	671.1720557729642	671.1716656122892	670.1643891454092	1757853.1360630041	1	0	1.0	0.0	0.0	2	310	339	30	1757853.1360630041	0.0	""
855	346.83800572119225	405.9324846487639	405.93251571285384	1619.7009569838954	2664417.984030318	4	0	1.0	0.0	0.0	3	309	340	29	2664417.984030318	0.0	""
856	348.82545017420506	504.10725860673216	504.10570504231157	503.09842857543157	512490.5801924201	1	0	1.0	0.0	0.0	2	316	329	12	512490.5801924201	0.0	""
857	345.3031382171736	597.153168361805	597.1526533029605	596.1453768360806	1234148.565184168	1	0	1.0	0.0	0.0	2	304	333	24	1234148.565184168	0.0	""
858	351.2176925996259	464.1289744242527	464.12669389822474	463.11941743134474	206918.9473241589	1	0	1.0	0.0	0.0	2	318	332	10	206918.9473241589	0.0	""
859	349.8317946768154	577.1255707835622	577.1244617277312	576.1171852608512	997627.2828927895	1	0	1.0	0.0	0.0	2	318	346	24	997627.2828927895	0.0	""
860	351.2433348801769	651.144046231509	651.1429850151703	650.1357085482904	660579.9972798433	1	0	1.0	0.0	0.0	2	321	346	24	660579.9972798433	0.0	""
861	347.3545125284608	608.2093219738547	608.2074626111003	607.2001861442203	2979415.9232433406	1	0	1.0	0.0	0.0	2	304	344	34	2979415.9232433406	0.0	""
862	351.5917615410775	504.10742929920787	504.1061086295776	503.0988321626976	631753.1801305217	1	0	1.0	0.0	0.0	2	328	343	16	631753.1801305217	0.0	""
863	352.77093297711406	580.1045709218615	580.1037218317869	579.0964453649069	263099.83004589216	1	0	1.0	0.0	0.0	2	329	347	15	263099.83004589216	0.0	""
864	351.7543023248015	818.2112660075036	818.2102891579102	817.2030126910303	544263.2508040742	1	0	1.0	0.0	0.0	2	321	341	15	544263.2508040742	0.0	""
865	353.7517443425708	506.0869198402248	506.08534491706484	505.07806845018484	177972.99393205828	1	0	1.0	0.0	0.0	2	337	345	9	177972.99393205828	0.0	""
866	353.2652509344276	448.0989583657192	448.0978325585544	447.0905560916744	342997.3810989355	1	0	1.0	0.0	0.0	2	332	347	16	342997.3810989355	0.0	""
867	354.8140911544965	403.23186770607504	403.23190355839154	402.22462709151154	105682.58448135435	1	0	1.0	0.0	0.0	2	340	344	5	105682.58448135435	0.0	""
868	354.5435509919475	432.0677662813366	432.0657142906408	431.0584378237608	207863.55063212468	1	0	1.0	0.0	0.0	2	330	346	14	207863.55063212468	0.0	""
869	353.87871377058735	610.1833151413651	610.1825842969732	609.1753078300933	728744.3305143769	1	0	1.0	0.0	0.0	3	337	353	17	728744.3305143769	0.0	""
870	355.93722009869333	537.1655872572154	537.1636589687663	536.1563825018864	795457.3012206455	1	0	1.0	0.0	0.0	2	337	353	16	795457.3012206455	0.0	""
871	355.68894071271	446.76562333891303	446.7648389685224	1337.2726875049273	702041.3476112611	3	0	1.0	0.0	0.0	2	341	361	16	702041.3476112611	0.0	""
872	356.29660009384355	578.1261920890729	578.1235612502492	577.1162847833692	122146.21583623369	1	0	1.0	0.0	0.0	2	346	353	7	122146.21583623369	0.0	""
873	355.3834279532228	405.9329117440622	405.93278885006686	1619.7020495327474	1042841.561726611	4	0	1.0	0.0	0.0	2	338	355	16	1042841.561726611	0.0	""
874	361.2279791404655	503.106491161153	503.1058546255298	502.0985781586498	3007717.5759417275	1	0	1.0	0.0	0.0	3	337	373	37	3007717.5759417275	0.0	""
875	357.68934957222393	651.1443183548338	651.1437150030189	650.1364385361389	235311.34741434487	1	0	1.0	0.0	0.0	2	347	357	8	235311.34741434487	0.0	""
876	356.1721262728882	534.1909275452759	534.1884742143205	533.1811977474406	1129822.2121469884	1	0	1.0	0.0	0.0	2	331	356	26	1129822.2121469884	0.0	""
877	355.6120340528407	817.2114297410103	817.2107201739847	816.2034437071047	1887658.8183508255	1	0	1.0	0.0	0.0	2	341	368	28	1887658.8183508255	0.0	""
878	356.92193967654157	431.0677178285449	431.0674683550063	430.0601918881263	1031014.599160296	1	0	1.0	0.0	0.0	2	347	373	26	1031014.599160296	0.0	""
879	358.77207486085626	437.904191271797	437.90322548654	436.89594901966	59268.02643130597	1	0	1.0	0.0	0.0	2	351	358	6	59268.02643130597	0.0	""
880	358.3922459942554	540.9069397856309	540.9071834084348	1619.6997208246644	105824.17713573301	3	0	1.0	0.0	0.0	2	353	357	5	105824.17713573301	0.0	""
881	358.61051390190556	690.9111941508941	690.9111784360915	689.9039019692116	643043.5362482597	1	0	1.0	0.0	0.0	2	339	364	25	643043.5362482597	0.0	""
882	356.7927652239805	460.17158108920336	460.1684399754651	459.1611635085851	1482512.7230125526	1	0	1.0	0.0	0.0	2	347	367	20	1482512.7230125526	0.0	""
883	358.92745488320406	434.1334255549458	434.13323731354194	2165.6298042333096	43637.15666746686	5	0	1.0	0.0	0.0	2	355	358	3	43637.15666746686	0.0	""
884	356.3318594113275	441.91742683209264	441.91704911425205	1763.6390905894882	183405.40047386265	4	0	1.0	0.0	0.0	2	344	358	11	183405.40047386265	0.0	""
885	358.09144842926474	594.9234272515635	594.9234146299311	593.9161381630512	2072309.3666922012	1	0	1.0	0.0	0.0	2	336	371	36	2072309.3666922012	0.0	""
886	358.29571567280567	470.92088714818743	470.920541607653	469.913265140773	1269767.7751440518	1	0	1.0	0.0	0.0	2	330	365	35	1269767.7751440518	0.0	""
887	355.50766866103714	671.1724863223745	671.1716172205996	670.1643407537197	1368140.9751315112	1	0	1.0	0.0	0.0	2	325	361	31	1368140.9751315112	0.0	""
888	359.3507590674876	538.1628570993433	538.1626641257758	537.1553876588958	150725.3663724718	1	0	1.0	0.0	0.0	2	357	363	7	150725.3663724718	0.0	""
889	359.4877155677195	447.0988307703203	447.0979840550659	446.0907075881859	1170926.914377085	1	0	1.0	0.0	0.0	3	352	372	21	1170926.914377085	0.0	""
890	357.1502363874524	407.9308370928346	407.9306877116448	406.9234112447648	3014699.9305886948	1	0	1.0	0.0	0.0	2	327	372	46	3014699.9305886948	0.0	""
891	357.175732922165	629.9609951869984	629.9608955741668	628.9536191072868	2807256.9205276743	1	0	1.0	0.0	0.0	2	337	371	34	2807256.9205276743	0.0	""
892	359.4093586127474	472.89985051728	472.8995255228892	471.8922490560092	2438982.2827625093	1	0	1.0	0.0	0.0	3	328	371	44	2438982.2827625093	0.0	""
893	360.3843842213393	521.1165339651977	521.1150316843464	520.1077552174664	102525.00663912314	1	0	1.0	0.0	0.0	2	357	364	6	102525.00663912314	0.0	""
894	357.8065076105339	534.9571711518665	534.9571580437703	533.9498815768903	3350791.4520226275	1	0	1.0	0.0	0.0	2	336	371	36	3350791.4520226275	0.0	""
895	358.6377060861924	889.231324449536	889.2286174112201	888.2213409443401	491342.0093208026	1	0	1.0	0.0	0.0	3	354	367	14	491342.0093208026	0.0	""
896	356.9108707519077	707.938101455725	707.9378570113064	706.9305805444264	1738725.0967858655	1	0	1.0	0.0	0.0	2	340	371	32	1738725.0967858655	0.0	""
897	359.6466996350566	405.93316431298626	405.9329851500993	1619.7028347328771	736577.1609756593	4	0	1.0	0.0	0.0	3	354	366	12	736577.1609756593	0.0	""
898	356.95649239466155	417.10722873836016	417.1072504816276	416.0999740147476	2306051.2055577463	1	0	1.0	0.0	0.0	2	327	371	43	2306051.2055577463	0.0	""
899	357.9389007624543	472.9565291082523	472.95653636695914	471.94925990007914	2352605.345727974	1	0	1.0	0.0	0.0	2	334	371	37	2352605.345727974	0.0	""
900	360.3341544021993	577.1253911284676	577.1247894973719	576.117513030492	794797.1573821234	1	0	1.0	0.0	0.0	2	352	373	18	794797.1573821234	0.0	""
901	357.3992704898138	410.9220459665261	410.92205566658214	409.91477919970214	976528.4060625948	1	0	1.0	0.0	0.0	2	335	371	34	976528.4060625948	0.0	""
902	358.845427642011	533.9733081567011	533.9732613957959	532.965984928916	1502314.655257696	1	0	1.0	0.0	0.0	2	340	366	27	1502314.655257696	0.0	""
903	360.92775374483546	534.1910617019672	534.188585010193	533.1813085433131	991469.3364781998	1	0	1.0	0.0	0.0	2	357	377	20	991469.3364781998	0.0	""
904	357.38220856923556	490.96732680046193	490.9673215409611	489.9600450740811	4301948.660380295	1	0	1.0	0.0	0.0	2	334	371	38	4301948.660380295	0.0	""
905	359.2503882399923	568.0824170885409	568.0824367474664	567.0751602805865	2104540.897678742	1	0	1.0	0.0	0.0	2	329	371	43	2104540.897678742	0.0	""
906	360.8898451583906	681.2279864385156	681.2261970317726	680.2189205648926	42385.08148993955	1	0	1.0	0.0	0.0	2	364	367	3	42385.08148993955	0.0	""
907	361.1996489738015	581.8406652166707	581.8403639989605	580.8330875320805	204224.44651642078	1	0	1.0	0.0	0.0	2	364	371	8	204224.44651642078	0.0	""
908	361.1585993373939	889.2307091923136	889.2299212154995	888.2226447486196	171558.4810857977	1	0	1.0	0.0	0.0	2	364	369	6	171558.4810857977	0.0	""
909	361.0835092491419	504.10721082474464	504.1038652114447	503.0965887445647	355550.26627963455	1	0	1.0	0.0	0.0	2	360	371	12	355550.26627963455	0.0	""
910	361.08605533016856	496.8328374724871	496.83209130334274	495.82481483646274	140301.03889788323	1	0	1.0	0.0	0.0	2	362	370	8	140301.03889788323	0.0	""
911	360.07418512133603	651.1438603726888	651.143293382608	650.1360169157281	453620.3058439867	1	0	1.0	0.0	0.0	2	358	373	16	453620.3058439867	0.0	""
912	360.5055030043736	432.06746656543123	432.06516186129727	431.05788539441727	140516.43423098174	1	0	1.0	0.0	0.0	2	362	370	8	140516.43423098174	0.0	""
